datetime,temp23,humi23,temp24,humi24
20230131_000001,0.9,81.5,1.2,85.6
20230131_001501,0.8,81.3,1.2,85.5
20230131_003001,0.8,81.2,1.2,85.3
20230131_004501,0.8,81.1,1.3,85.1
20230131_010001,0.8,81.1,1.3,85.2
20230131_011501,0.8,81.5,1.2,85.4
20230131_013002,0.8,81.4,1.2,85.4
20230131_014501,0.8,81.5,1.3,85.4
20230131_020001,0.8,81.6,1.3,85.4
20230131_021502,0.8,81.8,1.2,85.5
20230131_023001,0.8,81.8,1.2,85.6
20230131_024501,0.8,81.8,1.2,85.6
20230131_030002,0.8,81.7,1.2,85.5
20230131_031501,0.8,81.7,1.2,85.4
20230131_033001,0.8,81.9,1.2,85.4
20230131_034502,0.7,82.1,1.2,85.4
20230131_040001,0.7,82.1,1.2,85.5
20230131_041501,0.7,82.2,1.2,85.5
20230131_043002,0.6,82.2,1.2,85.4
20230131_044501,0.6,82.2,1.2,85.4
20230131_050001,0.6,82.1,1.2,85.3
20230131_051502,0.6,82.3,1.2,85.3
20230131_053001,0.6,82.4,1.2,85.2
20230131_054501,0.5,82.3,1.2,85.1
20230131_060001,0.5,82.1,1.2,84.7
20230131_061501,0.5,82.3,1.1,84.9
20230131_063001,0.4,82.0,1.1,84.7
20230131_064501,0.4,82.2,1.1,84.8
20230131_070001,0.4,82.0,1.1,84.6
20230131_071501,0.4,82.0,1.1,84.4
20230131_073001,0.4,81.8,1.0,84.4
20230131_074502,0.4,81.9,1.0,84.2
20230131_080001,0.4,81.6,1.0,84.1
20230131_081501,0.4,81.5,1.0,84.1
20230131_083002,0.4,81.5,1.1,83.8
20230131_084501,0.4,81.1,1.0,83.6
20230131_090001,0.4,81.0,1.0,83.6
20230131_091502,0.5,80.3,1.1,83.2
20230131_093001,0.5,80.2,1.0,83.0
20230131_094501,0.8,78.7,1.1,82.6
20230131_100002,1.1,76.6,1.1,82.0
20230131_101501,2.4,71.6,1.3,81.2
20230131_103001,2.8,69.6,1.5,80.2
20230131_104502,3.1,67.4,1.7,79.4
20230131_110001,3.0,68.9,1.8,79.1
20230131_111501,2.3,70.1,1.7,78.7
20230131_113002,2.1,71.4,1.7,78.9
20230131_114501,2.5,70.7,1.7,78.8
20230131_120001,2.4,71.3,1.7,78.1
20230131_121502,2.4,70.2,1.7,78.0
20230131_123001,2.4,71.3,1.8,78.1
20230131_124501,2.5,72.6,1.8,78.4
20230131_130002,2.5,72.0,1.9,78.5
20230131_131501,2.5,72.2,1.9,78.7
20230131_133001,2.5,72.5,1.9,78.9
20230131_134501,2.6,71.0,2.0,78.7
20230131_140001,2.7,73.5,2.0,79.0
20230131_141501,2.8,72.1,2.1,79.2
20230131_143001,2.9,71.7,2.1,79.0
20230131_144501,3.0,70.4,2.2,79.1
20230131_150001,2.9,72.0,2.2,78.9
20230131_151501,2.9,73.2,2.2,79.1
20230131_153002,2.8,73.1,2.2,79.1
20230131_154501,2.8,73.0,2.2,78.7
20230131_160001,2.7,72.6,2.2,78.4
20230131_161502,2.7,71.2,2.2,78.7
20230131_163001,2.7,72.2,2.2,78.3
20230131_164501,2.7,72.7,2.2,78.5
20230131_170002,2.5,70.9,2.3,77.5
20230131_171501,2.5,72.3,2.2,78.4
20230131_173001,2.5,73.6,2.2,78.7
20230131_174502,2.5,73.2,2.2,78.5
20230131_180001,2.4,72.7,2.1,78.7
20230131_181501,2.4,73.3,2.1,79.0
20230131_183002,2.4,72.9,2.1,78.8
20230131_184501,2.4,71.4,2.3,76.6
20230131_190001,2.3,72.2,2.2,78.1
20230131_191502,2.3,73.0,2.2,78.2
20230131_193001,2.3,72.7,2.2,78.4
20230131_194501,2.3,72.5,2.1,78.6
20230131_200001,2.3,72.6,2.1,78.5
20230131_201501,2.2,72.3,2.2,78.3
20230131_203001,2.2,72.8,2.2,78.1
20230131_204501,2.2,72.4,2.2,78.1
20230131_210001,2.2,72.3,2.2,78.0
20230131_211501,2.2,72.3,2.2,77.9
20230131_213001,2.2,70.9,2.2,77.8
20230131_214501,2.2,72.3,2.2,78.2
20230131_220001,2.2,73.0,2.2,78.4
20230131_221501,2.2,72.7,2.3,78.4
20230131_223002,2.2,73.0,2.3,78.4
20230131_224501,2.2,73.5,2.3,78.9
20230131_230001,2.2,74.0,2.3,79.5
20230131_231502,2.1,74.6,2.3,80.0
20230131_233001,2.1,75.0,2.2,80.4
20230131_234501,2.1,75.0,2.3,80.7
