datetime,temp23,humi23,temp24,humi24
20221207_000001,2.1,88.1,3.3,85.9
20221207_001502,2.1,88.2,3.2,85.9
20221207_003001,2.1,88.2,3.2,86.0
20221207_004501,2.1,88.3,3.2,86.0
20221207_010002,2.0,88.3,3.2,86.0
20221207_011501,2.0,88.4,3.2,86.0
20221207_013001,2.0,88.5,3.2,86.0
20221207_014502,2.0,88.5,3.2,86.1
20221207_020001,1.9,88.5,3.2,86.1
20221207_021501,2.0,88.5,3.1,86.2
20221207_023002,2.0,88.3,3.1,86.2
20221207_024501,1.9,88.4,3.2,86.1
20221207_030001,1.9,88.5,3.2,86.1
20221207_031502,1.9,88.5,3.1,86.1
20221207_033001,1.8,88.5,3.1,86.1
20221207_034501,1.8,88.6,3.1,86.2
20221207_040001,1.8,88.6,3.1,86.2
20221207_041501,1.7,88.6,3.1,86.2
20221207_043001,1.7,88.6,3.1,86.2
20221207_044501,1.7,88.6,3.1,86.3
20221207_050001,1.7,88.6,3.1,86.2
20221207_051501,1.7,88.6,3.1,86.2
20221207_053001,1.7,88.6,3.1,86.2
20221207_054501,1.7,88.6,3.1,86.3
20221207_060001,1.7,88.7,3.1,86.2
20221207_061501,1.6,88.7,3.1,86.3
20221207_063002,1.6,88.9,3.1,86.4
20221207_064501,1.6,88.9,3.1,86.4
20221207_070001,1.6,89.0,3.1,86.5
20221207_071502,1.6,89.1,3.1,86.5
20221207_073001,1.6,89.1,3.0,86.5
20221207_074501,1.6,89.1,3.0,86.5
20221207_080002,1.5,89.1,3.0,86.5
20221207_081501,1.5,89.1,3.0,86.5
20221207_083001,1.5,89.2,3.0,86.5
20221207_084502,1.4,89.1,3.0,86.5
20221207_090001,1.5,89.0,3.0,86.4
20221207_091501,1.5,88.9,2.9,86.4
20221207_093002,1.6,88.6,3.0,86.3
20221207_094501,1.6,88.3,2.9,86.5
20221207_100001,1.7,87.9,2.7,86.8
20221207_101502,1.8,87.7,2.9,86.3
20221207_103001,1.9,87.2,3.0,86.1
20221207_104501,2.0,87.0,3.0,86.0
20221207_110002,2.1,86.6,3.0,85.7
20221207_111501,2.2,86.1,3.0,85.3
20221207_113001,2.4,85.8,3.1,85.4
20221207_114502,2.5,85.2,3.1,85.0
20221207_120001,2.6,84.1,3.2,84.1
20221207_121501,2.7,84.3,3.3,83.5
20221207_123002,2.9,82.7,3.3,82.8
20221207_124501,3.1,82.0,3.3,81.9
20221207_130001,3.3,74.0,3.8,73.2
20221207_131502,3.2,80.2,3.6,79.0
20221207_133001,3.1,79.8,3.5,80.5
20221207_134501,3.1,80.4,3.5,80.3
20221207_140002,3.1,79.6,3.5,81.1
20221207_141501,3.3,78.0,3.5,81.2
20221207_143001,3.3,79.7,3.5,81.5
20221207_144502,3.3,80.1,3.5,81.5
20221207_150001,3.2,81.7,3.6,80.8
20221207_151501,3.1,78.8,3.6,81.6
20221207_153002,3.1,81.5,3.6,81.8
20221207_154501,3.1,81.6,3.6,81.7
20221207_160001,2.9,80.4,3.5,81.8
20221207_161502,2.8,84.0,3.5,81.4
20221207_163001,2.6,84.6,3.5,81.2
20221207_164501,2.5,85.4,3.5,81.7
20221207_170002,2.5,85.5,3.5,82.1
20221207_171501,2.4,85.7,3.5,82.4
20221207_173001,2.3,85.8,3.4,82.5
20221207_174501,2.2,86.0,3.4,82.8
20221207_180001,2.1,86.0,3.4,82.8
20221207_181501,2.0,86.0,3.3,82.9
20221207_183001,1.9,86.4,3.3,83.0
20221207_184501,1.8,86.6,3.3,83.2
20221207_190001,1.7,86.7,3.3,83.0
20221207_191502,1.6,86.7,3.2,83.2
20221207_193001,1.5,86.8,3.1,83.1
20221207_194501,1.4,86.5,3.1,83.2
20221207_200001,1.4,86.5,3.1,83.3
20221207_201501,1.4,86.2,3.1,83.2
20221207_203001,1.4,86.3,3.0,83.2
20221207_204501,1.1,87.0,3.0,83.3
20221207_210001,1.0,87.3,2.9,83.3
20221207_211501,1.0,87.4,2.9,83.3
20221207_213001,1.0,87.0,2.9,83.4
20221207_214501,0.8,86.8,2.8,83.5
20221207_220001,0.8,87.2,2.8,83.4
20221207_221501,0.8,87.0,2.7,83.4
20221207_223001,0.8,87.0,2.7,83.6
20221207_224501,0.7,87.0,2.7,83.5
20221207_230001,0.6,87.0,2.7,83.5
20221207_231501,0.6,87.0,2.7,83.6
20221207_233001,0.6,87.0,2.7,83.6
20221207_234501,0.6,87.1,2.6,83.7
