datetime,temp23,humi23,temp24,humi24
20221230_000001,6.8,77.5,6.5,87.2
20221230_001501,6.8,78.1,6.5,87.4
20221230_003001,6.8,78.0,6.5,87.9
20221230_004501,6.8,78.7,6.5,88.2
20221230_010001,6.8,79.7,6.5,88.5
20221230_011501,6.8,79.9,6.5,88.9
20221230_013001,6.8,79.7,6.5,89.1
20221230_014501,6.8,79.9,6.6,89.4
20221230_020001,6.6,80.5,6.6,89.4
20221230_021501,6.3,81.8,6.5,89.4
20221230_023001,6.1,81.9,6.4,89.5
20221230_024501,6.1,82.4,6.4,89.5
20221230_030001,6.0,82.0,6.3,89.7
20221230_031501,5.9,82.3,6.3,89.7
20221230_033001,5.9,81.8,6.2,89.7
20221230_034501,5.8,82.2,6.2,89.8
20221230_040001,5.7,82.5,6.1,89.9
20221230_041501,5.6,82.8,6.1,89.9
20221230_043001,5.5,82.8,6.1,90.0
20221230_044501,5.5,83.5,6.1,89.8
20221230_050001,5.4,83.6,6.0,89.9
20221230_051501,5.3,84.0,6.0,90.2
20221230_053001,5.3,84.4,6.0,90.1
20221230_054501,5.2,84.3,6.0,90.4
20221230_060001,5.0,85.0,5.9,90.4
20221230_061501,5.0,85.7,5.9,90.5
20221230_063001,5.0,84.7,5.9,90.7
20221230_064501,4.9,84.9,5.8,90.6
20221230_070002,4.9,84.8,5.8,90.7
20221230_071501,4.7,86.5,5.8,90.7
20221230_073001,4.7,85.1,5.8,90.8
20221230_074502,4.5,84.5,5.7,90.9
20221230_080001,4.5,84.4,5.7,90.8
20221230_081501,4.4,84.6,5.6,90.9
20221230_083002,4.2,85.1,5.6,90.8
20221230_084501,4.1,85.2,5.5,90.8
20221230_090001,4.0,85.4,5.5,90.8
20221230_091502,4.0,85.1,5.5,90.8
20221230_093001,4.2,86.6,5.3,90.8
20221230_094501,4.1,86.2,5.3,90.7
20221230_100002,4.9,84.1,5.3,90.6
20221230_101501,6.2,80.3,5.3,90.5
20221230_103001,8.4,70.9,5.5,90.1
20221230_104502,9.8,66.3,5.7,89.4
20221230_110001,9.2,66.4,5.8,88.7
20221230_111501,8.6,68.6,5.9,88.6
20221230_113002,8.2,69.4,5.8,88.9
20221230_114501,8.3,69.7,5.9,89.0
20221230_120001,8.3,70.2,6.0,89.0
20221230_121502,7.9,71.2,6.0,88.9
20221230_123001,7.8,72.2,6.0,88.8
20221230_124501,7.8,70.1,6.0,88.5
20221230_130002,7.8,70.3,6.1,88.5
20221230_131501,7.9,70.7,6.1,88.4
20221230_133001,7.9,69.3,6.2,88.0
20221230_134502,8.0,68.5,6.2,87.7
20221230_140001,8.0,67.6,6.2,87.6
20221230_141501,8.0,68.3,6.2,87.5
20221230_143002,8.0,68.0,6.3,86.9
20221230_144501,7.8,69.3,6.3,87.3
20221230_150001,7.8,70.1,6.3,87.0
20221230_151502,7.7,70.7,6.3,87.1
20221230_153001,7.6,70.9,6.3,87.3
20221230_154501,7.6,71.8,6.3,87.4
20221230_160002,7.6,71.8,6.4,87.3
20221230_161501,7.5,73.0,6.4,87.5
20221230_163001,7.5,71.9,6.4,87.0
20221230_164502,7.5,71.9,6.4,87.2
20221230_170001,7.4,71.6,6.4,86.9
20221230_171501,7.2,72.5,6.4,87.1
20221230_173002,7.2,73.0,6.4,87.3
20221230_174501,6.9,74.9,6.4,87.8
20221230_180001,6.8,75.6,6.4,87.9
20221230_181502,6.8,76.3,6.4,88.0
20221230_183001,6.7,77.2,6.4,88.2
20221230_184501,6.6,78.6,6.4,88.3
20221230_190002,6.5,80.7,6.3,88.6
20221230_191501,6.4,83.2,6.4,89.0
20221230_193001,6.4,84.0,6.3,89.2
20221230_194502,6.4,86.2,6.3,90.9
20221230_200001,6.3,86.9,6.3,90.8
20221230_201501,6.3,87.5,6.3,91.4
20221230_203001,6.3,87.7,6.3,91.8
20221230_204502,6.2,88.5,6.3,91.5
20221230_210001,6.3,88.7,6.3,92.5
20221230_211501,6.4,88.0,6.3,92.2
20221230_213002,6.3,88.0,6.3,91.7
20221230_214501,6.3,87.6,6.3,91.4
20221230_220001,6.2,88.2,6.3,91.3
20221230_221502,6.2,88.6,6.3,91.3
20221230_223001,6.2,88.9,6.3,91.5
20221230_224501,6.3,88.9,6.3,91.4
20221230_230002,6.3,87.6,6.3,91.3
20221230_231501,6.4,86.6,6.3,91.8
20221230_233001,6.6,85.6,6.4,91.9
20221230_234502,6.8,84.6,6.5,92.3
