datetime,temp23,humi23,temp24,humi24
20230102_000001,7.4,77.0,8.5,85.4
20230102_001501,7.2,77.8,8.5,85.5
20230102_003001,7.0,78.2,8.4,85.7
20230102_004501,6.9,79.3,8.3,85.8
20230102_010001,6.6,80.1,8.2,86.0
20230102_011501,6.5,80.6,8.1,86.2
20230102_013001,6.3,80.7,8.0,86.1
20230102_014501,6.2,81.7,8.0,86.3
20230102_020001,6.0,82.1,7.9,86.5
20230102_021501,5.9,82.9,7.8,86.4
20230102_023002,5.7,82.5,7.7,86.6
20230102_024501,5.6,83.3,7.6,86.5
20230102_030001,5.5,82.9,7.5,86.7
20230102_031502,5.3,83.7,7.4,86.8
20230102_033001,5.2,84.0,7.4,86.9
20230102_034501,5.1,84.0,7.2,87.1
20230102_040002,4.9,84.7,7.2,87.2
20230102_041501,4.7,84.2,7.1,87.2
20230102_043001,4.6,83.2,7.0,87.0
20230102_044502,4.6,84.8,6.9,87.3
20230102_050001,4.5,85.0,6.9,87.2
20230102_051501,4.5,85.0,6.8,87.3
20230102_053002,4.4,85.2,6.7,87.4
20230102_054501,4.3,85.2,6.7,87.5
20230102_060001,4.2,85.4,6.6,87.6
20230102_061502,4.0,86.0,6.5,87.8
20230102_063001,3.9,85.7,6.5,87.7
20230102_064501,3.9,86.3,6.4,87.6
20230102_070001,3.8,86.4,6.3,87.9
20230102_071501,3.6,86.6,6.2,87.8
20230102_073001,3.6,86.5,6.1,87.9
20230102_074501,3.5,86.9,6.1,87.9
20230102_080002,3.3,86.9,6.0,88.2
20230102_081501,3.3,87.1,5.9,88.0
20230102_083001,3.1,87.1,5.8,88.0
20230102_084502,3.1,87.5,5.8,88.1
20230102_090001,3.1,86.6,5.7,88.0
20230102_091501,3.1,86.0,5.6,88.2
20230102_093002,3.4,85.0,5.6,88.2
20230102_094501,3.5,84.0,5.6,88.3
20230102_100001,4.6,80.5,5.5,88.5
20230102_101502,5.9,78.9,5.6,88.9
20230102_103001,8.1,72.2,5.8,88.1
20230102_104501,9.7,66.6,6.0,87.4
20230102_110002,10.7,63.6,6.2,86.9
20230102_111501,10.3,64.5,6.4,86.6
20230102_113001,11.0,64.1,6.5,86.4
20230102_114502,11.1,61.6,6.7,86.1
20230102_120001,10.4,63.4,6.8,86.2
20230102_121501,9.6,64.5,6.8,87.4
20230102_123001,9.7,63.1,6.9,87.6
20230102_124501,9.5,63.7,7.0,87.1
20230102_130001,9.8,62.3,7.0,87.1
20230102_131501,10.0,63.4,7.2,86.7
20230102_133001,10.2,62.9,7.3,86.4
20230102_134501,10.4,62.2,7.4,86.0
20230102_140001,10.5,60.9,7.5,85.6
20230102_141501,10.5,61.1,7.6,85.1
20230102_143001,10.6,61.0,7.8,85.0
20230102_144501,10.6,61.3,7.8,84.7
20230102_150001,10.6,61.7,8.0,84.4
20230102_151501,10.5,62.4,8.0,84.4
20230102_153001,10.5,63.4,8.1,84.2
20230102_154501,10.3,65.0,8.1,84.2
20230102_160001,10.2,65.7,8.2,84.3
20230102_161501,10.0,65.9,8.2,84.5
20230102_163001,9.9,66.0,8.2,84.6
20230102_164501,9.7,66.1,8.2,84.7
20230102_170001,9.5,66.5,8.2,84.8
20230102_171501,9.5,66.6,8.2,84.7
20230102_173001,9.4,67.0,8.1,84.8
20230102_174501,9.2,67.3,8.1,85.0
20230102_180001,9.0,68.2,8.1,85.1
20230102_181501,8.9,69.4,8.1,85.2
20230102_183001,8.9,68.0,8.0,85.1
20230102_184501,8.7,68.0,8.0,85.2
20230102_190001,8.5,68.6,8.0,85.2
20230102_191501,8.3,70.2,7.9,85.5
20230102_193002,8.3,69.9,7.8,85.6
20230102_194501,8.5,68.1,7.8,84.7
20230102_200001,8.5,69.8,7.9,83.7
20230102_201501,8.4,69.3,7.9,83.3
20230102_203001,8.4,68.2,7.9,82.8
20230102_204501,8.4,68.3,7.9,82.9
20230102_210002,8.3,68.1,7.9,82.5
20230102_211501,8.4,70.2,7.9,82.3
20230102_213001,8.5,70.1,8.0,81.9
20230102_214502,8.3,70.5,8.0,82.1
20230102_220001,8.2,71.3,8.0,82.4
20230102_221501,8.1,70.5,7.9,82.5
20230102_223002,8.1,72.2,7.9,82.7
20230102_224501,8.0,72.2,7.9,82.9
20230102_230001,8.0,72.5,7.8,83.3
20230102_231502,8.0,73.4,7.8,83.7
20230102_233001,8.0,74.0,7.8,84.1
20230102_234501,7.9,74.4,7.8,84.4
