datetime,temp23,humi23,temp24,humi24
20230105_000001,7.9,84.2,7.8,93.1
20230105_001501,8.0,83.7,7.8,93.2
20230105_003002,8.0,83.7,7.8,93.2
20230105_004501,8.0,83.3,7.8,92.4
20230105_010001,8.0,82.8,7.9,92.0
20230105_011501,8.1,82.7,8.0,91.8
20230105_013001,8.1,82.7,8.0,91.5
20230105_014501,8.1,82.5,8.0,91.5
20230105_020002,8.1,82.6,8.0,91.6
20230105_021501,8.2,82.4,8.0,91.5
20230105_023001,8.2,82.3,8.1,91.3
20230105_024502,8.2,82.4,8.1,91.4
20230105_030001,8.3,83.2,8.1,91.4
20230105_031501,8.2,83.6,8.1,92.8
20230105_033001,8.2,83.6,8.1,93.0
20230105_034501,8.3,83.9,8.1,93.1
20230105_040001,8.3,83.9,8.1,93.0
20230105_041502,8.2,84.8,8.2,93.7
20230105_043001,8.2,85.5,8.1,94.7
20230105_044501,8.2,85.7,8.1,94.6
20230105_050002,8.2,85.2,8.1,94.4
20230105_051501,8.3,85.0,8.2,94.1
20230105_053001,8.3,84.8,8.2,93.8
20230105_054501,8.3,84.6,8.3,93.5
20230105_060001,8.4,84.4,8.3,93.3
20230105_061501,8.4,84.0,8.3,93.0
20230105_063001,8.5,83.4,8.4,92.5
20230105_064502,8.5,83.6,8.5,92.3
20230105_070001,8.6,83.5,8.5,92.3
20230105_071501,8.5,83.6,8.5,92.2
20230105_073002,8.6,83.5,8.5,92.2
20230105_074501,8.6,83.4,8.5,92.1
20230105_080001,8.6,83.4,8.5,92.1
20230105_081502,8.6,83.3,8.6,92.1
20230105_083001,8.6,83.3,8.6,92.0
20230105_084501,8.6,83.5,8.6,92.2
20230105_090002,8.6,83.4,8.6,92.2
20230105_091501,8.7,83.2,8.6,92.0
20230105_093001,8.8,83.0,8.6,91.8
20230105_094501,8.8,83.4,8.7,92.1
20230105_100001,8.8,84.3,8.7,93.0
20230105_101501,8.6,85.5,8.6,94.4
20230105_103001,8.7,86.1,8.6,94.7
20230105_104501,8.7,85.3,8.6,94.7
20230105_110001,8.8,84.0,8.6,93.8
20230105_111502,8.9,83.1,8.7,92.9
20230105_113001,9.0,82.7,8.8,92.2
20230105_114501,9.0,81.6,8.8,91.6
20230105_120002,9.2,81.5,8.9,91.3
20230105_121501,9.1,81.2,8.9,90.8
20230105_123001,9.2,80.9,9.0,90.7
20230105_124502,9.4,80.6,9.0,90.4
20230105_130001,9.3,81.0,9.0,90.4
20230105_131501,9.4,81.4,9.0,90.8
20230105_133001,9.4,81.9,9.1,91.4
20230105_134501,9.5,82.1,9.1,91.6
20230105_140001,9.5,81.7,9.1,91.5
20230105_141502,9.6,81.1,9.2,91.2
20230105_143001,9.6,81.0,9.2,90.9
20230105_144501,9.7,80.7,9.2,90.7
20230105_150001,9.6,81.6,9.2,91.6
20230105_151501,9.5,82.7,9.2,92.5
20230105_153001,9.5,82.8,9.2,92.6
20230105_154501,9.2,84.1,9.2,92.6
20230105_160001,9.0,85.0,9.1,92.8
20230105_161501,9.0,85.8,9.0,93.0
20230105_163001,8.9,85.5,9.0,93.0
20230105_164501,8.9,85.3,9.0,93.1
20230105_170001,8.7,85.5,8.9,93.2
20230105_171502,8.6,85.4,8.9,93.4
20230105_173001,8.6,85.4,8.8,94.4
20230105_174501,8.5,86.8,8.8,93.9
20230105_180001,8.5,85.8,8.8,93.7
20230105_181501,8.4,85.4,8.7,93.6
20230105_183001,8.3,85.5,8.6,93.7
20230105_184501,8.2,85.3,8.6,93.7
20230105_190001,8.2,85.2,8.6,93.6
20230105_191501,8.2,85.5,8.6,93.6
20230105_193001,8.1,85.5,8.6,93.5
20230105_194501,8.1,85.7,8.6,93.3
20230105_200001,8.0,85.5,8.6,93.3
20230105_201502,8.0,85.4,8.6,93.4
20230105_203001,8.0,86.1,8.6,93.3
20230105_204501,7.9,86.6,8.6,93.2
20230105_210001,7.9,86.2,8.5,93.8
20230105_211501,7.9,86.8,8.5,93.7
20230105_213001,7.9,86.7,8.5,94.1
20230105_214501,7.8,87.0,8.5,94.7
20230105_220001,7.8,87.1,8.5,94.7
20230105_221501,7.8,87.0,8.5,94.8
20230105_223002,7.8,86.8,8.4,94.7
20230105_224501,7.8,86.4,8.4,94.7
20230105_230001,7.8,86.8,8.4,94.6
20230105_231502,7.8,86.5,8.4,94.4
20230105_233001,7.8,86.9,8.4,94.2
20230105_234501,7.8,86.6,8.4,94.1
