datetime,temp23,humi23,temp24,humi24
20230329_000001,4.1,58.3,5.8,62.1
20230329_001502,4.3,59.8,5.7,62.5
20230329_003001,4.0,58.5,5.7,63.0
20230329_004501,3.9,58.2,5.6,63.0
20230329_010002,4.0,60.3,5.6,63.1
20230329_011501,3.9,61.7,5.5,63.4
20230329_013001,3.9,62.8,5.5,63.6
20230329_014502,3.8,63.5,5.5,63.7
20230329_020001,3.7,63.5,5.5,63.9
20230329_021501,3.7,64.2,5.5,64.3
20230329_023002,3.7,64.2,5.4,64.5
20230329_024501,3.7,64.5,5.3,64.8
20230329_030001,3.7,65.2,5.3,65.2
20230329_031502,3.8,68.0,5.3,67.9
20230329_033001,3.7,69.6,5.3,68.8
20230329_034501,3.6,68.4,5.3,69.1
20230329_040001,3.5,70.9,5.3,69.0
20230329_041501,3.5,69.5,5.3,69.5
20230329_043001,3.5,71.1,5.2,69.3
20230329_044501,3.4,74.6,5.2,69.5
20230329_050001,3.2,75.0,5.1,70.3
20230329_051501,3.1,78.0,5.1,70.8
20230329_053001,3.1,80.5,5.1,71.2
20230329_054501,3.0,79.2,5.0,71.5
20230329_060001,2.9,81.4,5.0,71.9
20230329_061501,2.7,82.2,5.0,72.1
20230329_063001,2.7,79.2,5.0,72.1
20230329_064501,2.9,76.1,4.9,72.2
20230329_070001,3.0,75.0,4.9,71.9
20230329_071501,3.1,75.6,4.9,72.2
20230329_073001,3.2,75.4,4.9,72.2
20230329_074501,3.5,77.0,4.9,78.0
20230329_080002,3.7,77.9,5.0,75.5
20230329_081501,3.8,76.3,5.0,74.6
20230329_083001,3.9,75.8,5.0,74.4
20230329_084502,4.1,75.8,5.0,74.6
20230329_090001,4.3,74.7,5.1,74.7
20230329_091501,4.6,73.6,5.2,74.9
20230329_093002,5.0,73.5,5.3,75.3
20230329_094501,5.6,71.3,5.5,75.1
20230329_100001,5.8,70.8,5.7,75.3
20230329_101502,6.2,70.7,5.8,75.1
20230329_103001,6.3,69.0,5.9,75.1
20230329_104501,6.4,69.2,6.1,74.7
20230329_110002,6.7,68.5,6.2,74.8
20230329_111501,8.0,66.5,6.3,74.7
20230329_113001,8.1,64.0,6.5,74.0
20230329_114502,7.8,65.2,6.7,74.0
20230329_120001,8.0,65.6,6.9,73.9
20230329_121501,8.2,64.9,7.0,73.7
20230329_123002,8.8,63.0,7.1,73.6
20230329_124501,9.0,62.5,7.3,72.9
20230329_130001,9.6,60.3,7.5,72.5
20230329_131502,9.9,59.2,7.6,71.8
20230329_133001,10.1,58.6,7.8,70.9
20230329_134501,10.7,56.2,8.0,70.7
20230329_140002,10.3,55.8,8.2,67.9
20230329_141501,10.5,55.9,8.4,66.2
20230329_143001,10.9,53.7,8.6,66.2
20230329_144502,11.1,55.1,8.8,65.7
20230329_150001,11.3,53.4,8.9,65.3
20230329_151501,11.4,51.7,9.0,64.8
20230329_153002,11.7,52.2,9.2,64.4
20230329_154501,12.3,51.6,9.4,64.8
20230329_160001,12.4,51.6,9.5,64.8
20230329_161502,12.5,51.7,9.7,63.0
20230329_163001,12.5,49.7,10.0,61.4
20230329_164501,12.5,48.8,10.0,60.5
20230329_170002,12.5,50.9,10.1,60.5
20230329_171501,12.5,51.8,10.2,60.9
20230329_173001,12.5,51.2,10.2,61.6
20230329_174502,12.3,53.9,10.3,64.3
20230329_180001,12.1,55.3,10.3,65.4
20230329_181501,12.1,56.0,10.2,66.0
20230329_183002,12.1,57.3,10.4,66.8
20230329_184501,11.9,57.9,10.2,67.3
20230329_190001,11.9,59.2,10.1,67.9
20230329_191502,11.7,64.4,10.1,68.6
20230329_193001,11.5,66.0,10.1,68.9
20230329_194501,11.4,67.9,10.0,69.4
20230329_200001,11.3,65.9,10.0,69.8
20230329_201501,11.1,69.0,10.0,70.4
20230329_203001,11.0,70.7,9.9,70.7
20230329_204501,10.8,72.0,9.9,71.3
20230329_210001,10.7,72.6,9.8,72.9
20230329_211501,10.5,73.0,9.8,72.1
20230329_213001,10.3,75.1,9.7,73.8
20230329_214501,10.2,75.2,9.6,73.0
20230329_220001,10.1,73.2,9.6,72.7
20230329_221502,10.0,74.8,9.5,73.4
20230329_223001,10.0,71.9,9.5,73.3
20230329_224501,10.0,72.1,9.5,74.0
20230329_230001,9.9,74.0,9.4,74.3
20230329_231501,9.8,73.9,9.4,74.5
20230329_233001,9.7,71.2,9.4,74.7
20230329_234501,9.7,72.1,9.4,75.0
