datetime,temp23,humi23,temp24,humi24
20230323_000001,11.9,58.4,12.8,63.5
20230323_001501,11.7,58.8,12.7,63.6
20230323_003001,11.5,58.7,12.5,63.8
20230323_004501,11.3,59.2,12.5,64.1
20230323_010002,11.1,60.0,12.4,64.2
20230323_011501,11.0,60.4,12.3,64.5
20230323_013001,10.8,60.5,12.2,64.7
20230323_014502,10.7,61.0,12.1,64.8
20230323_020001,10.6,61.4,12.0,64.8
20230323_021501,10.4,61.8,11.9,65.0
20230323_023002,10.3,62.3,11.8,65.2
20230323_024501,10.2,62.3,11.7,65.5
20230323_030001,10.0,63.0,11.7,65.6
20230323_031502,9.9,63.4,11.6,66.0
20230323_033001,9.8,63.4,11.5,66.2
20230323_034501,9.6,64.3,11.5,66.5
20230323_040002,9.5,64.7,11.4,66.7
20230323_041501,9.5,65.0,11.3,66.9
20230323_043001,9.3,65.5,11.2,67.1
20230323_044501,9.2,65.9,11.1,67.3
20230323_050001,9.1,66.1,11.1,67.4
20230323_051501,9.0,66.2,11.0,67.6
20230323_053001,9.0,66.4,10.9,67.8
20230323_054501,8.9,66.3,10.9,67.9
20230323_060001,8.9,66.4,10.8,68.0
20230323_061501,8.8,66.6,10.8,68.2
20230323_063002,8.8,66.9,10.7,68.3
20230323_064501,8.8,66.8,10.7,68.5
20230323_070001,8.8,66.7,10.6,68.7
20230323_071502,8.9,67.0,10.5,68.4
20230323_073001,9.0,65.9,10.5,68.5
20230323_074501,9.0,66.1,10.5,68.5
20230323_080002,9.2,65.4,10.5,68.5
20230323_081501,9.5,64.2,10.6,67.8
20230323_083001,10.3,62.4,10.6,67.9
20230323_084502,11.5,59.0,10.7,68.0
20230323_090001,11.7,58.4,10.9,67.8
20230323_091501,11.6,58.2,10.9,67.9
20230323_093002,11.6,58.7,11.0,67.7
20230323_094501,11.7,58.1,11.0,67.6
20230323_100001,12.0,57.3,11.1,68.0
20230323_101502,12.8,55.8,11.1,67.9
20230323_103001,13.9,53.6,11.4,67.9
20230323_104501,13.9,54.0,11.6,67.1
20230323_110002,14.1,51.5,11.7,66.9
20230323_111501,14.9,50.6,12.0,66.3
20230323_113001,14.7,50.5,12.3,65.0
20230323_114502,14.4,51.9,12.5,63.9
20230323_120001,14.6,51.1,12.5,63.4
20230323_121501,14.9,51.1,12.7,63.6
20230323_123001,15.1,50.8,12.8,63.2
20230323_124502,15.6,49.6,13.0,63.5
20230323_130001,15.6,49.7,13.1,62.9
20230323_131501,16.1,49.3,13.3,62.9
20230323_133002,16.7,48.8,13.5,62.8
20230323_134501,16.7,47.9,13.7,61.8
20230323_140001,16.5,48.7,13.9,60.6
20230323_141502,16.4,48.0,14.0,59.0
20230323_143001,16.6,47.3,14.2,58.1
20230323_144501,17.0,48.1,14.2,60.1
20230323_150002,17.2,47.8,14.4,60.6
20230323_151501,17.0,48.0,14.5,60.7
20230323_153001,17.0,48.0,14.6,60.5
20230323_154501,17.0,47.7,14.6,60.1
20230323_160001,16.9,48.6,14.6,60.0
20230323_161501,16.9,47.0,14.6,60.3
20230323_163001,16.8,48.8,14.7,60.3
20230323_164501,16.6,50.0,14.7,60.9
20230323_170001,16.6,50.4,14.8,60.8
20230323_171502,16.5,50.5,14.7,61.3
20230323_173001,16.4,50.1,14.7,61.5
20230323_174501,16.3,52.1,14.7,62.1
20230323_180001,16.1,53.5,14.6,63.0
20230323_181501,16.0,54.9,14.5,63.7
20230323_183001,16.0,55.4,14.5,64.0
20230323_184501,15.7,55.2,14.4,64.5
20230323_190001,15.5,56.0,14.3,64.7
20230323_191501,15.3,55.7,14.3,65.0
20230323_193001,15.2,55.9,14.2,65.2
20230323_194502,15.0,56.2,14.1,65.4
20230323_200001,14.9,56.3,14.0,65.6
20230323_201501,14.7,56.2,14.0,65.5
20230323_203002,14.6,55.9,13.9,65.6
20230323_204501,14.5,56.4,13.9,65.9
20230323_210001,14.3,56.9,13.8,66.0
20230323_211502,14.2,57.5,13.7,66.2
20230323_213001,14.1,57.7,13.7,66.4
20230323_214501,13.9,58.3,13.6,66.6
20230323_220002,13.9,58.0,13.5,66.7
20230323_221501,13.7,58.2,13.5,66.8
20230323_223001,13.6,58.6,13.5,67.0
20230323_224502,13.5,59.3,13.3,67.2
20230323_230001,13.3,60.7,13.3,67.7
20230323_231501,13.3,61.4,13.3,67.8
20230323_233002,13.1,64.2,13.2,68.7
20230323_234501,12.9,63.9,13.1,68.8
