datetime,temp23,humi23,temp24,humi24
20221209_000002,-0.9,89.7,1.6,82.5
20221209_001501,-1.0,89.7,1.6,82.4
20221209_003001,-1.0,89.4,1.5,82.6
20221209_004501,-0.9,89.3,1.5,82.6
20221209_010001,-1.0,89.4,1.5,82.8
20221209_011501,-1.0,89.6,1.5,82.8
20221209_013001,-1.0,89.5,1.4,83.1
20221209_014501,-1.0,89.6,1.5,83.1
20221209_020001,-1.0,89.7,1.4,83.1
20221209_021501,-1.1,89.8,1.4,83.0
20221209_023002,-1.0,90.0,1.4,83.2
20221209_024501,-1.1,90.4,1.4,83.2
20221209_030001,-1.1,90.5,1.4,83.2
20221209_031502,-1.1,90.6,1.4,83.1
20221209_033001,-1.1,90.5,1.4,83.1
20221209_034501,-1.1,90.7,1.3,83.0
20221209_040002,-1.1,90.8,1.3,83.0
20221209_041501,-1.1,90.5,1.3,83.0
20221209_043001,-1.1,90.5,1.2,83.0
20221209_044502,-1.3,91.0,1.2,82.8
20221209_050001,-1.3,90.9,1.1,82.8
20221209_051501,-1.3,90.8,1.1,82.7
20221209_053002,-1.3,90.6,1.1,82.7
20221209_054501,-1.3,90.6,1.1,82.6
20221209_060001,-1.3,90.3,1.0,82.8
20221209_061502,-1.3,90.3,1.0,82.6
20221209_063001,-1.3,90.2,1.0,82.8
20221209_064501,-1.3,90.0,1.1,82.6
20221209_070001,-1.3,90.1,1.1,82.6
20221209_071501,-1.3,90.0,1.0,82.7
20221209_073001,-1.3,90.1,1.0,82.9
20221209_074501,-1.3,89.9,1.0,82.7
20221209_080001,-1.1,89.8,1.0,82.5
20221209_081501,-1.2,89.8,1.0,82.7
20221209_083001,-1.2,89.7,1.0,82.7
20221209_084501,-1.1,89.8,1.0,82.7
20221209_090001,-1.1,89.7,1.0,82.7
20221209_091501,-1.1,89.5,1.0,82.7
20221209_093002,-1.1,89.4,1.0,82.8
20221209_094501,-1.0,89.3,1.0,82.8
20221209_100001,-0.8,89.0,1.0,82.8
20221209_101502,-0.7,88.8,1.1,82.7
20221209_103001,-0.7,89.0,1.1,82.8
20221209_104501,-0.7,89.1,1.1,82.9
20221209_110002,-0.6,88.4,1.1,82.9
20221209_111501,-0.6,86.8,1.1,82.9
20221209_113001,-0.6,87.5,1.1,82.8
20221209_114502,-0.5,87.4,1.1,82.8
20221209_120001,-0.5,87.2,1.2,82.7
20221209_121501,-0.4,87.3,1.2,82.7
20221209_123002,-0.3,87.3,1.2,82.7
20221209_124501,-0.2,87.3,1.2,82.6
20221209_130001,-0.2,87.3,1.3,82.7
20221209_131502,-0.1,87.3,1.3,82.7
20221209_133001,-0.1,86.7,1.4,82.7
20221209_134501,-0.1,87.6,1.4,82.7
20221209_140002,0.0,87.5,1.4,82.8
20221209_141501,0.0,87.5,1.4,82.6
20221209_143001,0.0,87.9,1.4,82.8
20221209_144502,0.0,88.4,1.4,82.9
20221209_150001,0.0,88.7,1.4,83.1
20221209_151501,0.0,88.7,1.4,83.2
20221209_153002,0.0,88.8,1.4,83.3
20221209_154501,0.0,88.9,1.4,83.9
20221209_160001,-0.1,89.0,1.4,83.7
20221209_161502,0.0,88.9,1.4,83.7
20221209_163001,0.0,88.9,1.4,83.7
20221209_164501,-0.1,89.0,1.4,83.8
20221209_170002,-0.1,89.0,1.4,83.8
20221209_171501,-0.1,89.0,1.4,84.0
20221209_173001,0.0,88.9,1.4,83.9
20221209_174501,-0.1,89.0,1.4,84.0
20221209_180001,-0.1,88.9,1.4,84.0
20221209_181501,-0.1,88.9,1.4,84.0
20221209_183001,-0.1,88.9,1.5,84.1
20221209_184501,-0.1,88.9,1.4,84.2
20221209_190001,-0.1,89.0,1.4,84.2
20221209_191501,-0.1,88.9,1.5,84.2
20221209_193001,-0.1,88.9,1.4,84.2
20221209_194501,-0.1,88.9,1.4,84.2
20221209_200001,-0.1,88.7,1.5,84.3
20221209_201501,-0.1,88.9,1.5,84.4
20221209_203001,0.0,88.8,1.5,84.4
20221209_204501,0.0,88.8,1.5,84.4
20221209_210001,0.0,88.7,1.5,84.4
20221209_211501,0.0,88.7,1.5,84.5
20221209_213001,0.0,88.8,1.5,84.6
20221209_214501,0.0,88.7,1.5,84.6
20221209_220001,0.0,88.8,1.5,84.6
20221209_221501,0.0,88.6,1.5,84.6
20221209_223002,0.0,88.7,1.5,84.7
20221209_224501,0.0,88.8,1.5,84.6
20221209_230001,0.0,88.8,1.5,84.7
20221209_231501,0.0,88.8,1.5,84.7
20221209_233001,0.0,88.8,1.5,84.7
20221209_234501,0.0,88.7,1.5,84.8
