datetime,temp23,humi23,temp24,humi24
20230312_000001,2.2,66.0,4.3,65.5
20230312_001501,2.1,65.7,4.3,65.8
20230312_003002,2.0,67.2,4.2,66.1
20230312_004501,1.9,66.9,4.2,66.2
20230312_010001,1.8,67.8,4.1,66.4
20230312_011502,1.7,68.3,4.1,66.7
20230312_013001,1.7,68.3,4.0,67.0
20230312_014501,1.5,69.1,4.0,67.1
20230312_020002,1.4,69.5,3.9,67.4
20230312_021501,1.2,70.2,3.9,67.4
20230312_023001,1.1,70.4,3.7,67.4
20230312_024501,1.0,70.7,3.7,67.6
20230312_030001,1.0,70.8,3.6,67.7
20230312_031501,1.0,70.7,3.5,67.8
20230312_033001,0.9,70.8,3.5,68.2
20230312_034501,0.8,70.5,3.5,68.3
20230312_040001,0.7,71.5,3.5,68.4
20230312_041501,0.6,71.9,3.4,68.4
20230312_043001,0.6,72.2,3.3,68.7
20230312_044501,0.6,71.8,3.3,68.7
20230312_050001,0.6,71.8,3.2,68.8
20230312_051501,0.6,71.9,3.2,68.9
20230312_053001,0.6,72.2,3.2,69.2
20230312_054501,0.6,72.2,3.1,69.4
20230312_060001,0.6,72.2,3.1,69.8
20230312_061501,0.5,72.3,3.1,70.1
20230312_063001,0.5,72.6,3.1,70.5
20230312_064502,0.5,73.0,3.1,70.7
20230312_070001,0.6,72.9,3.1,70.9
20230312_071501,0.6,72.7,3.1,71.2
20230312_073002,0.8,72.5,3.1,71.5
20230312_074501,0.9,73.1,3.1,71.7
20230312_080001,1.0,72.7,3.1,71.9
20230312_081502,1.1,73.7,3.1,72.1
20230312_083001,1.3,72.6,3.1,72.3
20230312_084501,1.5,74.4,3.1,72.9
20230312_090001,1.9,72.7,3.1,73.0
20230312_091501,2.1,75.8,3.3,73.2
20230312_093001,2.2,72.3,3.3,73.2
20230312_094501,2.3,73.0,3.3,73.6
20230312_100001,2.5,75.0,3.5,73.8
20230312_101501,2.7,74.2,3.5,74.5
20230312_103001,2.7,75.5,3.5,75.3
20230312_104501,3.0,82.0,3.6,77.7
20230312_110001,3.0,82.2,3.7,80.7
20230312_111501,2.9,80.8,3.7,77.5
20230312_113001,3.1,77.5,3.7,78.2
20230312_114501,3.1,82.8,3.8,81.1
20230312_120001,3.1,82.3,3.9,80.6
20230312_121501,3.2,81.9,3.9,81.2
20230312_123001,3.5,79.0,3.9,79.2
20230312_124501,3.6,84.8,3.9,83.6
20230312_130001,3.8,85.4,4.0,82.3
20230312_131501,3.9,83.0,4.0,81.9
20230312_133001,4.2,83.7,4.1,79.9
20230312_134501,4.4,87.4,4.1,81.0
20230312_140001,4.5,85.0,4.2,79.4
20230312_141501,4.7,87.6,4.3,80.1
20230312_143001,5.3,87.7,4.4,80.7
20230312_144501,5.6,84.1,4.5,81.4
20230312_150001,5.9,87.7,6.8,95.5
20230312_151501,6.0,85.0,6.6,92.5
20230312_153001,6.2,84.2,5.5,91.0
20230312_154501,6.5,81.8,5.5,91.2
20230312_160001,6.7,84.2,5.6,90.8
20230312_161501,6.5,85.0,5.7,90.7
20230312_163001,6.5,86.9,5.7,90.3
20230312_164501,6.6,85.0,5.7,90.3
20230312_170001,6.7,83.6,5.8,91.1
20230312_171501,6.8,81.4,5.9,90.7
20230312_173002,6.9,81.3,6.0,90.6
20230312_174501,6.9,80.4,6.1,90.3
20230312_180001,6.9,80.1,6.2,89.6
20230312_181502,6.9,80.1,6.2,89.2
20230312_183001,6.8,80.2,6.2,88.9
20230312_184501,6.7,80.4,6.2,88.4
20230312_190002,6.6,80.9,6.1,88.2
20230312_191501,6.6,81.0,6.1,88.0
20230312_193001,6.5,80.3,6.1,88.0
20230312_194502,6.4,80.4,6.1,87.5
20230312_200001,6.3,80.3,6.1,87.0
20230312_201501,6.2,80.3,6.0,87.3
20230312_203002,6.2,80.5,6.0,87.3
20230312_204501,6.1,80.1,6.0,87.3
20230312_210001,6.0,80.9,6.0,87.3
20230312_211502,5.9,80.6,5.9,86.9
20230312_213001,5.8,81.2,5.9,86.9
20230312_214501,5.7,80.5,5.9,86.6
20230312_220002,5.7,80.9,5.9,86.9
20230312_221501,5.6,82.4,5.8,86.9
20230312_223001,5.5,82.5,5.8,86.3
20230312_224502,5.5,82.9,5.8,85.9
20230312_230001,5.3,82.5,5.7,85.7
20230312_231501,5.3,84.3,5.7,87.4
20230312_233002,5.3,84.0,5.7,86.2
20230312_234501,5.3,84.4,5.6,87.0
