datetime,temp23,humi23,temp24,humi24
20230212_000001,1.9,75.4,1.4,80.4
20230212_001502,1.9,75.5,1.4,80.3
20230212_003001,2.0,75.6,1.4,80.3
20230212_004501,2.0,75.5,1.4,80.4
20230212_010002,2.0,75.4,1.4,80.4
20230212_011501,2.0,75.5,1.4,80.6
20230212_013001,2.0,75.5,1.4,80.5
20230212_014502,2.0,75.6,1.4,80.7
20230212_020001,1.9,75.8,1.4,80.8
20230212_021501,1.9,75.9,1.4,80.9
20230212_023002,1.9,75.9,1.4,80.9
20230212_024501,1.9,75.9,1.4,81.0
20230212_030001,1.9,76.1,1.4,81.1
20230212_031502,1.9,76.3,1.4,81.0
20230212_033001,1.8,76.5,1.4,81.1
20230212_034501,1.8,76.7,1.4,81.1
20230212_040002,1.8,77.1,1.4,81.2
20230212_041501,1.8,77.3,1.4,81.2
20230212_043001,1.8,77.9,1.4,81.4
20230212_044502,1.8,77.9,1.4,81.4
20230212_050001,1.8,78.1,1.4,81.5
20230212_051501,1.8,78.4,1.4,81.5
20230212_053002,1.8,78.6,1.4,81.6
20230212_054501,1.8,79.1,1.4,81.6
20230212_060001,1.8,79.6,1.4,81.9
20230212_061502,1.8,79.7,1.4,82.0
20230212_063001,1.8,80.1,1.4,81.9
20230212_064501,1.7,80.3,1.4,82.0
20230212_070001,1.7,80.5,1.4,82.1
20230212_071501,1.7,82.7,1.4,82.1
20230212_073001,1.7,84.7,1.4,82.5
20230212_074501,1.7,84.7,1.4,82.4
20230212_080001,1.6,84.3,1.4,82.7
20230212_081501,1.7,87.4,1.4,83.3
20230212_083001,1.7,84.3,1.4,83.4
20230212_084501,1.8,85.8,1.4,83.7
20230212_090001,1.9,82.5,1.4,84.0
20230212_091501,2.2,86.9,1.5,84.7
20230212_093001,2.3,86.4,1.5,84.1
20230212_094501,2.4,88.2,1.7,85.0
20230212_100001,2.7,87.7,1.7,84.1
20230212_101501,3.0,87.2,1.8,84.4
20230212_103001,3.2,86.6,1.8,84.0
20230212_104501,3.3,87.0,1.9,84.0
20230212_110001,3.5,86.4,2.4,86.2
20230212_111501,3.9,85.2,2.2,85.6
20230212_113001,4.3,82.7,2.3,85.1
20230212_114501,4.4,81.8,2.4,84.9
20230212_120001,4.7,80.4,2.5,85.6
20230212_121501,4.9,80.2,2.6,85.0
20230212_123002,5.0,79.4,2.7,84.7
20230212_124501,5.4,77.1,2.8,84.8
20230212_130001,5.8,75.3,3.0,84.6
20230212_131502,6.2,73.5,3.1,84.7
20230212_133001,6.3,73.0,3.3,84.8
20230212_134501,6.4,72.9,3.4,84.5
20230212_140002,6.8,72.1,3.4,84.3
20230212_141501,6.9,72.5,3.5,84.4
20230212_143001,6.7,73.2,3.6,85.0
20230212_144502,6.7,72.2,3.7,84.5
20230212_150001,6.8,70.9,3.8,84.7
20230212_151501,6.8,70.5,3.9,84.4
20230212_153002,6.8,72.0,3.9,84.2
20230212_154501,6.6,72.1,4.0,84.8
20230212_160001,6.3,72.5,3.9,84.3
20230212_161502,6.3,70.5,3.9,84.0
20230212_163001,6.2,71.7,3.9,84.4
20230212_164501,6.1,72.9,3.9,84.2
20230212_170001,5.9,73.4,3.9,84.3
20230212_171501,5.7,74.9,3.7,84.6
20230212_173001,5.5,76.0,3.7,85.1
20230212_174501,5.1,77.5,3.6,85.3
20230212_180001,4.9,78.6,4.1,87.6
20230212_181501,4.7,80.2,3.5,87.0
20230212_183001,4.5,80.9,3.4,86.9
20230212_184501,4.3,80.8,3.2,86.6
20230212_190001,4.1,81.0,3.1,86.6
20230212_191501,3.8,83.1,3.1,87.1
20230212_193001,3.5,83.7,3.0,87.5
20230212_194501,3.3,84.2,2.9,88.2
20230212_200001,3.2,84.8,2.8,88.4
20230212_201501,3.0,85.7,2.7,88.8
20230212_203001,2.8,84.7,2.6,88.0
20230212_204501,2.7,85.6,2.5,88.5
20230212_210002,2.4,86.6,2.5,88.4
20230212_211501,2.3,87.7,2.4,88.5
20230212_213001,2.1,87.3,2.3,88.5
20230212_214502,1.9,88.9,2.2,88.8
20230212_220001,1.8,89.9,2.2,89.3
20230212_221501,1.7,89.0,2.1,89.0
20230212_223002,1.7,89.0,2.1,89.0
20230212_224501,1.6,89.8,2.1,89.9
20230212_230001,1.4,89.6,2.1,89.1
20230212_231502,1.4,89.5,2.1,89.0
20230212_233001,1.2,89.5,2.0,88.9
20230212_234501,1.2,89.0,2.0,88.9
