datetime,temp23,humi23,temp24,humi24
20221215_000001,-0.5,89.5,0.1,83.2
20221215_001501,-0.6,90.1,0.1,83.3
20221215_003001,-0.6,89.2,0.1,83.3
20221215_004501,-0.6,88.8,0.1,83.2
20221215_010001,-0.7,88.9,0.1,83.2
20221215_011501,-0.8,88.7,0.1,83.1
20221215_013001,-0.9,88.7,0.1,83.1
20221215_014501,-0.9,88.4,0.0,83.1
20221215_020001,-0.9,88.2,0.0,83.0
20221215_021501,-0.9,88.2,0.0,83.0
20221215_023001,-1.0,88.2,0.0,83.2
20221215_024501,-1.0,88.0,0.0,83.0
20221215_030001,-1.0,88.0,0.0,83.1
20221215_031501,-1.0,88.0,0.0,83.2
20221215_033001,-1.1,88.0,0.0,83.2
20221215_034501,-1.1,88.0,0.0,83.1
20221215_040001,-1.1,88.0,0.0,83.2
20221215_041501,-1.1,87.8,0.0,83.2
20221215_043001,-1.2,88.0,0.0,83.2
20221215_044501,-1.2,88.0,0.0,83.1
20221215_050001,-1.3,88.0,0.0,83.2
20221215_051501,-1.3,88.1,0.0,83.2
20221215_053002,-1.3,88.0,0.0,83.2
20221215_054501,-1.3,88.0,0.0,83.1
20221215_060001,-1.3,88.0,0.0,83.1
20221215_061501,-1.3,87.9,-0.1,83.2
20221215_063001,-1.4,87.9,-0.1,83.2
20221215_064501,-1.4,87.9,-0.1,83.2
20221215_070002,-1.4,87.9,-0.1,83.3
20221215_071501,-1.5,88.0,-0.1,83.2
20221215_073001,-1.4,87.9,-0.1,83.2
20221215_074502,-1.5,88.0,-0.1,83.3
20221215_080001,-1.4,87.6,-0.7,86.0
20221215_081501,-1.6,88.1,-0.2,84.3
20221215_083002,-1.6,88.2,-0.2,83.9
20221215_084501,-1.5,88.0,-0.1,83.8
20221215_090001,-1.5,87.8,-0.1,83.7
20221215_091502,-1.3,87.3,-0.1,83.7
20221215_093001,-1.1,86.5,-0.1,83.5
20221215_094501,-1.1,86.3,-0.1,83.5
20221215_100002,-1.1,86.0,-0.1,83.5
20221215_101501,-1.0,86.1,-0.1,83.4
20221215_103001,-0.8,85.5,-0.1,83.4
20221215_104502,-0.9,85.6,0.0,83.4
20221215_110001,-0.8,85.7,0.0,83.4
20221215_111501,-0.5,84.8,0.0,83.3
20221215_113002,-0.3,84.0,0.0,83.2
20221215_114501,-0.2,83.0,0.0,83.1
20221215_120001,-0.2,83.9,0.1,83.1
20221215_121502,-0.1,83.8,0.2,83.0
20221215_123001,-0.1,83.5,0.2,83.1
20221215_124501,-0.1,84.0,0.2,83.2
20221215_130002,0.0,83.6,0.2,83.6
20221215_131501,-0.2,84.8,0.2,83.4
20221215_133001,-0.2,85.1,0.2,83.5
20221215_134502,-0.2,85.1,0.3,83.6
20221215_140001,-0.3,84.7,0.3,83.6
20221215_141501,-0.5,83.8,0.2,83.3
20221215_143002,-0.5,85.0,0.3,83.4
20221215_144501,-0.7,85.7,0.3,83.5
20221215_150001,-0.7,86.1,0.3,83.6
20221215_151502,-0.9,86.1,0.2,83.6
20221215_153001,-1.1,86.3,0.2,83.6
20221215_154501,-1.0,86.7,0.2,83.7
20221215_160002,-1.2,87.2,0.2,83.7
20221215_161501,-1.1,87.3,0.2,83.8
20221215_163001,-1.1,87.4,0.1,83.9
20221215_164502,-1.2,87.6,0.1,84.0
20221215_170001,-1.3,87.8,0.1,84.0
20221215_171501,-1.2,87.7,0.1,84.0
20221215_173002,-1.3,87.9,0.0,84.0
20221215_174501,-1.3,88.1,0.0,84.2
20221215_180001,-1.3,88.3,0.0,84.2
20221215_181502,-1.5,88.8,0.0,84.2
20221215_183001,-1.5,89.0,0.0,84.3
20221215_184501,-1.5,89.5,0.0,84.3
20221215_190002,-1.5,89.7,0.0,84.3
20221215_191501,-1.5,90.0,0.0,84.5
20221215_193001,-1.5,90.5,0.0,84.5
20221215_194502,-1.5,90.2,0.0,84.6
20221215_200001,-1.5,90.9,0.0,84.6
20221215_201501,-1.5,90.9,0.0,84.7
20221215_203002,-1.5,90.9,0.0,84.8
20221215_204501,-1.5,91.5,0.0,84.9
20221215_210001,-1.4,91.3,0.0,84.9
20221215_211502,-1.3,91.5,0.0,84.9
20221215_213001,-1.3,90.2,0.0,85.0
20221215_214501,-1.3,91.0,0.0,85.0
20221215_220002,-1.2,92.9,0.0,85.2
20221215_221501,-1.1,92.7,0.0,85.2
20221215_223001,-1.1,93.4,0.0,85.6
20221215_224502,-1.1,92.7,0.0,85.5
20221215_230001,-1.0,93.5,0.0,85.5
20221215_231501,-0.9,93.0,0.1,85.7
20221215_233002,-0.9,93.2,0.1,85.9
20221215_234501,-0.8,93.0,0.1,85.8
